,type,title,authors,publish_date,source_records,number_of_pages,publishers,isbn_10,isbn_13,physical_format,full_title,covers,works,key,lc_classifications,local_id,latest_revision,revision,created,last_modified,isbn,identifiers,classifications,description,publish_places,contributions,subjects,languages,pagination,dewey_decimal_class,edition_name,lccn,publish_country,by_statement,oclc_numbers,subtitle,notes,ocaid,weight,physical_dimensions,first_sentence,series,subject_people,table_of_contents,coverimage,genres,copyright_date,ia_box_id,ia_loaded_id,contributors,subject_place,url,uri_descriptions,uris,links,other_titles,work_title,openlibrary,oclc_number,original_isbn,work_titles,subject_time,location
393,{'key': '/type/edition'},Remake,[{'key': '/authors/OL20934A'}],1995,"['ia:remake00will', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:102476228:1497', 'marc:marc_loc_2016/BooksAll.2016.part23.utf8:138286311:755', 'bwb:9780553374377']",176.0,['Bantam Books'],['0553374370'],,,,[369613],[{'key': '/works/OL14858407W'}],/books/OL1103900M,"['PS3573.I45652 R46 1995', 'PS3573.I45652R46']",['urn:sfpl:31223083875816'],13,13,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2022-08-17T16:00:06.540993'}",9780553374377,"{'librarything': ['42927'], 'goodreads': ['1263690']}",,,['New York'],,"['Motion picture actors and actresses -- Fiction', 'Hollywood (Los Angeles, Calif.) -- Fiction']",[{'key': '/languages/eng'}],176 p. ;,['813/.54'],,['94028940'],nyu,Connie Willis.,['30895901'],,,remake00will,,,,,,,,,,['IA138111'],,,"['Hollywood (Los Angeles, Calif.)']",['http://www.loc.gov/catdir/description/random047/94028940.html'],['Publisher description'],['http://www.loc.gov/catdir/description/random047/94028940.html'],,,,,,,,,
394,{'key': '/type/edition'},Bellwether,[{'key': '/authors/OL20934A'}],1996,"['ia:bellwether00will', 'ia:bellwether00will_663', 'amazon:0553375628', 'marc:marc_loc_2016/BooksAll.2016.part24.utf8:118698952:597']",247.0,['Bantam Books'],['0553375628'],,,,"[6710757, 3815579]",[{'key': '/works/OL14858394W'}],/books/OL802205M,['PS3573.I45652 B45 1996'],,13,13,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2020-11-20T11:59:18.931533'}",9780553375626,"{'goodreads': ['1206542'], 'librarything': ['26223']}",,,['New York'],,"['Popular culture -- Fiction', 'Research -- Fiction']",[{'key': '/languages/eng'}],247 p. ;,['813/.54'],,['95038615'],nyu,Connie Willis.,['33078699'],,,bellwether00will,,,,,,,,,,['IA138111'],,,,,,,,,,,,,,,
395,{'key': '/type/edition'},Doomsday book,[{'key': '/authors/OL20934A'}],1993,"['marc:marc_oregon_summit_records/catalog_files/pcc_bibs.mrc_rev.mrc:196535269:884', 'ia:doomsdaybook00will_659', 'bwb:9780553562736', 'amazon:0553562738']",578.0,['Bantam Books'],['0553562738'],['9780553562736'],,,[9636186],[{'key': '/works/OL14858406W'}],/books/OL14445915M,,,11,11,"{'type': '/type/datetime', 'value': '2008-09-12T17:12:46.191112'}","{'type': '/type/datetime', 'value': '2022-11-15T17:26:08.014960'}",9780553562736,"{'goodreads': ['24983'], 'librarything': ['27022']}",{},,['New York'],,"['Middle Ages -- Fiction', 'Black death -- Fiction', 'Time travel -- Fiction', 'Europe -- History -- 476-1492 -- History']",[{'key': '/languages/eng'}],578 p. ;,['813/.54'],Bantam pbk. ed.,,nyu,Connie Willis.,['28681854'],,,doomsdaybook00will_659,,,,,,,,['Fiction.'],,,,,,,,,,,,,['28681854'],,,,
396,{'key': '/type/edition'},Uncharted Territory,[{'key': '/authors/OL20934A'}],"June 1, 1994","['amazon:0553562940', 'ia:unchartedterrito00will']",149.0,['Spectra'],['0553562940'],['9780553562941'],Mass Market Paperback,,[4673470],[{'key': '/works/OL14858405W'}],/books/OL7829138M,,,8,8,"{'type': '/type/datetime', 'value': '2008-04-29T15:03:11.581851'}","{'type': '/type/datetime', 'value': '2011-08-12T18:31:15.986748'}",9780553562941,"{'librarything': ['46097'], 'goodreads': ['24982']}",,,,,"['Science Fiction', 'Science Fiction - Adventure', 'Fiction / Science Fiction / Adventure', 'Fiction - Science Fiction']",[{'key': '/languages/eng'}],,,,,,,,,,unchartedterrito00will,2.9 ounces,6.8 x 4.2 x 0.5 inches,,,,,,,,['IA116901'],,,,,,,,,,,,,,,
397,{'key': '/type/edition'},Bellwether,[{'key': '/authors/OL20934A'}],1997,"['ia:bellwether00will_0', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:180381223:2042', 'bwb:9780553562965']",247.0,['Bantam Books'],['0553562967'],,,,[10057413],[{'key': '/works/OL14858394W'}],/books/OL22412741M,['PS3573.I45652 B45'],"['urn:sfpl:31223118871996', 'urn:sfpl:31223118871988', 'urn:sfpl:31223087204575', 'urn:sfpl:31223047661492']",9,9,"{'type': '/type/datetime', 'value': '2008-11-12T19:52:30.312231'}","{'type': '/type/datetime', 'value': '2021-10-05T08:48:45.238886'}",9780553562965,"{'librarything': ['26223'], 'goodreads': ['24985']}",,,['New York'],,"['Popular culture -- Fiction.', 'Research -- Fiction.']",[{'key': '/languages/eng'}],247 p. ;,['813/.54'],Bantam pbk. ed.,,nyu,Connie Willis.,,,"{'type': '/type/text', 'value': '""A Bantam Spectra book""--T.p. verso.'}",bellwether00will_0,,,,,,,,,,['IA183501'],['bellwether00will_0'],,,,,,,,,,['37305529'],,,,['BIN']
398,{'key': '/type/edition'},Impossible Things,[{'key': '/authors/OL20934A'}],"December 1, 1993",,480.0,['Spectra'],['0553564366'],['9780553564365'],Mass Market Paperback,,[372004],[{'key': '/works/OL14858404W'}],/books/OL7829231M,,,6,6,"{'type': '/type/datetime', 'value': '2008-04-29T15:03:11.581851'}","{'type': '/type/datetime', 'value': '2010-08-06T07:09:29.778403'}",9780553564365,"{'goodreads': ['24987'], 'librarything': ['116']}",,,,,"['Fantasy', 'Science Fiction', 'Science Fiction - General', 'Fiction / Science Fiction / General', 'Fiction - Science Fiction']",[{'key': '/languages/eng'}],,,,,,,,,,,8.5 ounces,6.8 x 4.2 x 1.1 inches,,,,,,,,,,,,,,,,,,,,,,,
399,{'key': '/type/edition'},Remake,[{'key': '/authors/OL20934A'}],"January 1, 1996",,176.0,['Spectra'],['0553574418'],['9780553574418'],Mass Market Paperback,,[372505],[{'key': '/works/OL14858407W'}],/books/OL7829813M,,,7,7,"{'type': '/type/datetime', 'value': '2008-04-29T15:03:11.581851'}","{'type': '/type/datetime', 'value': '2014-04-06T07:57:31.890081'}",9780553574418,"{'goodreads': ['776378'], 'librarything': ['42927']}",,,,,"['Fantasy', 'Science Fiction', 'Science Fiction - General', 'Fiction', 'Fiction - Science Fiction', 'Fiction / Science Fiction / General']",[{'key': '/languages/eng'}],,,,,,,,,,remake00will_281,3.4 ounces,7.1 x 4.3 x 0.5 inches,,,,,,,,,,,,,,,,,,,,,,,
400,{'key': '/type/edition'},"CURSE OF CHALION (CHALION, NO 1)",[{'key': '/authors/OL21317A'}],2002,"['amazon:000713360X:o-0:2143672585:136953', 'amazon:000713360X:1:1860327829:134136', 'amazon:000713360X', 'bwb:9780007133604']",416.0,['HarperCollins'],['000713360X'],['9780007133604'],,,[9858],[{'key': '/works/OL56910W'}],/books/OL7261945M,,,10,10,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2022-12-17T03:38:54.313197'}",9780007133604,"{'librarything': ['7337'], 'goodreads': ['1118388']}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,{'key': '/type/edition'},The Curse of Chalion,[{'key': '/authors/OL21317A'}],"Jan 31, 2003","['amazon:0007133618', 'bwb:9780007133611']",416.0,['Harpercollins Pub Ltd'],['0007133618'],['9780007133611'],paperback,The Curse of Chalion,[10468162],[{'key': '/works/OL56910W'}],/books/OL30542461M,['PS3552'],,3,3,"{'type': '/type/datetime', 'value': '2020-10-05T17:03:31.915720'}","{'type': '/type/datetime', 'value': '2021-12-29T00:43:07.574229'}",9780007133611,{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,{'key': '/type/edition'},Paladin of Souls,[{'key': '/authors/OL21317A'}],"Apr 30, 2004","['amazon:0007138490', 'bwb:9780007138494']",416.0,['Harpercollins Pub Ltd'],['0007138490'],['9780007138494'],paperback,Paladin of Souls,[10957036],[{'key': '/works/OL56898W'}],/books/OL32334979M,['PS3552'],,3,3,"{'type': '/type/datetime', 'value': '2021-05-07T03:00:29.440204'}","{'type': '/type/datetime', 'value': '2021-11-10T21:27:04.307911'}",9780007138494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,{'key': '/type/edition'},Curse of Chalion,[{'key': '/authors/OL21317A'}],2001,['bwb:9780060010720'],,['HarperCollins Publishers'],,['9780060010720'],,Curse of Chalion,,[{'key': '/works/OL56910W'}],/books/OL37369476M,,,2,2,"{'type': '/type/datetime', 'value': '2022-03-01T01:04:02.311189'}","{'type': '/type/datetime', 'value': '2022-05-26T21:49:53.868787'}",9780060010720,,,,,,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,{'key': '/type/edition'},Curse of Chalion,[{'key': '/authors/OL21317A'}],2001,['bwb:9780060010737'],,['HarperCollins Publishers'],,['9780060010737'],,Curse of Chalion,,[{'key': '/works/OL56910W'}],/books/OL37373206M,,,2,2,"{'type': '/type/datetime', 'value': '2022-03-01T01:58:34.290031'}","{'type': '/type/datetime', 'value': '2022-05-26T21:49:53.868787'}",9780060010737,,,,,,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,{'key': '/type/edition'},The Curse of Chalion,[{'key': '/authors/OL21317A'}],2001,"['marc_overdrive/InternetArchiveCrMarc-2010-06-11c.mrc:1662270:2391', 'bwb:9780061793042', 'bwb:9780060771461']",,['HarperCollins'],,"['9780060010744', '9780061793042', '9780060771461']",Electronic resource,,[6396713],[{'key': '/works/OL56910W'}],/books/OL24249353M,,,5,5,"{'type': '/type/datetime', 'value': '2010-06-17T00:18:58.567518'}","{'type': '/type/datetime', 'value': '2022-02-28T23:43:52.992074'}",9780060010744,{'overdrive': ['118C3A88-0732-4AE0-A3FF-1D48F8D33641']},,,['New York'],,,[{'key': '/languages/eng'}],,,,,nyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,{'key': '/type/edition'},The Curse of Chalion,"[{'key': '/authors/OL21317A'}, {'key': '/authors/OL3511196A'}]","May 07, 2001","['amazon:0060097078', 'bwb:9780060097073']",,['Harpercollins Publishers'],['0060097078'],['9780060097073'],paperback,The Curse of Chalion,[10957037],[{'key': '/works/OL56910W'}],/books/OL32334980M,,,4,4,"{'type': '/type/datetime', 'value': '2021-05-07T03:00:34.621450'}","{'type': '/type/datetime', 'value': '2022-03-01T00:59:53.608922'}",9780060097073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,{'key': '/type/edition'},Paladin of Souls,[{'key': '/authors/OL21317A'}],2003,['bwb:9780060573348'],,['HarperCollins Publishers'],,['9780060573348'],,Paladin of Souls,,[{'key': '/works/OL56898W'}],/books/OL37352334M,,,1,1,"{'type': '/type/datetime', 'value': '2022-02-28T19:34:47.786522'}","{'type': '/type/datetime', 'value': '2022-02-28T19:34:47.786522'}",9780060573348,,,,,,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,{'key': '/type/edition'},Paladin of Souls,[{'key': '/authors/OL21317A'}],"May 07, 2003","['amazon:006057335X', 'bwb:9780060573355']",,['Eos'],['006057335X'],['9780060573355'],hardcover,Paladin of Souls,[10957039],[{'key': '/works/OL56898W'}],/books/OL32334982M,,,3,3,"{'type': '/type/datetime', 'value': '2021-05-07T03:00:37.546945'}","{'type': '/type/datetime', 'value': '2022-02-28T15:46:13.971919'}",9780060573355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,{'key': '/type/edition'},Paladin of Souls,[{'key': '/authors/OL21317A'}],2003,"['bwb:9780060573362', 'promise:bwb_daily_pallets_2021-06-03']",,['HarperCollins Publishers'],,['9780060573362'],,Paladin of Souls,,[{'key': '/works/OL56898W'}],/books/OL37351051M,,['urn:bwbsku:P7-BAF-400'],2,2,"{'type': '/type/datetime', 'value': '2022-02-28T18:11:19.714244'}","{'type': '/type/datetime', 'value': '2022-12-08T08:50:18.750364'}",9780060573362,,,,,,"['Fiction, fantasy, general']",[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,{'key': '/type/edition'},Paladin of Souls,[{'key': '/authors/OL21317A'}],2003,"['marc_overdrive/InternetArchiveCrMarc-2010-06-11q.mrc:3057715:3532', 'ia:chalionpaladinso00bujo']",,['HarperCollins'],,"['9780060573379', '9780061748905', '9780060767839']",Electronic resource,,[6420584],[{'key': '/works/OL56898W'}],/books/OL24271133M,,,5,5,"{'type': '/type/datetime', 'value': '2010-06-18T00:30:57.801493'}","{'type': '/type/datetime', 'value': '2014-07-28T23:49:20.411211'}",9780060573379,{'overdrive': ['CB770225-BC77-46ED-BAD2-DCC0FA4B555D']},,,['New York'],,,[{'key': '/languages/eng'}],,,,,nyu,,,,,chalionpaladinso00bujo,,,,,,,,,,,,,,,,,,,,,,,,,
411,{'key': '/type/edition'},The Hallowed Hunt,[{'key': '/authors/OL21317A'}],2005,"['marc:marc_records_scriblio_net/part15.dat:31389414:811', 'ia:hallowedhuntnove00bujo', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run03.mrc:101305962:2329', 'marc:marc_loc_2016/BooksAll.2016.part31.utf8:191506140:929', 'ia:hallowedhuntnove0000bujo', 'bwb:9780060574628']",470.0,['Eos'],['0060574623'],['9780060574628'],hardcover,,[30309],[{'key': '/works/OL56896W'}],/books/OL3311115M,"['PS3552.U397 H35 2005', 'PS3552.U397H35 2005']","['urn:sfpl:31223069403930', 'urn:sfpl:31223069403922', 'urn:sfpl:31223119564210', 'urn:sfpl:31223119564202']",12,12,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","{'type': '/type/datetime', 'value': '2021-12-25T04:34:27.627927'}",9780060574628,"{'librarything': ['41522'], 'goodreads': ['556820']}",{},,['New York'],,"['Kings and rulers -- Succession -- Fiction', 'Rites and ceremonies -- Fiction', 'Animal sacrifice -- Fiction', 'Rape victims -- Fiction']",[{'key': '/languages/eng'}],470 p. ;,['813/.54'],1st ed.,['2004061936'],nyu,Lois McMaster Bujold.,,,,hallowedhuntnove00bujo,,,,,,,,['Fiction.'],,['IA146820'],['hallowedhuntnove00bujo'],,,,,,,,,,,,,,
412,{'key': '/type/edition'},The Hallowed Hunt,[{'key': '/authors/OL21317A'}],"May 30, 2006","['amazon:0060574747:o-3:285662044:262591', 'amazon:0060574747:3:4109655843:262309', 'bwb:9780060574741', 'amazon:0060574747', 'promise:bwb_daily_pallets_2022-07-28']",436.0,['Eos'],['0060574747'],['9780060574741'],,,[30313],[{'key': '/works/OL56896W'}],/books/OL7279014M,,['urn:bwbsku:O8-BHC-808'],11,11,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2022-12-04T21:27:06.205460'}",9780060574741,"{'librarything': ['41522'], 'goodreads': ['61887']}",,,,,,[{'key': '/languages/eng'}],,,,,,,,,,,,,"{'type': '/type/text', 'value': 'THE PRINCE WAS DEAD.'}",['Chalion (3)'],,,,,,,,,,,,,,,,,,,,,
413,{'key': '/type/edition'},Paladin of Souls,[{'key': '/authors/OL21317A'}],2003,"['marc_overdrive/InternetArchiveCrMarc-2010-06-11q.mrc:3057715:3532', 'ia:chalionpaladinso00bujo']",,['HarperCollins'],,"['9780060573379', '9780061748905', '9780060767839']",Electronic resource,,[6420584],[{'key': '/works/OL56898W'}],/books/OL24271133M,,,5,5,"{'type': '/type/datetime', 'value': '2010-06-18T00:30:57.801493'}","{'type': '/type/datetime', 'value': '2014-07-28T23:49:20.411211'}",9780060767839,{'overdrive': ['CB770225-BC77-46ED-BAD2-DCC0FA4B555D']},,,['New York'],,,[{'key': '/languages/eng'}],,,,,nyu,,,,,chalionpaladinso00bujo,,,,,,,,,,,,,,,,,,,,,,,,,
414,{'key': '/type/edition'},The Curse of Chalion,[{'key': '/authors/OL21317A'}],2001,"['marc_overdrive/InternetArchiveCrMarc-2010-06-11c.mrc:1662270:2391', 'bwb:9780061793042', 'bwb:9780060771461']",,['HarperCollins'],,"['9780060010744', '9780061793042', '9780060771461']",Electronic resource,,[6396713],[{'key': '/works/OL56910W'}],/books/OL24249353M,,,5,5,"{'type': '/type/datetime', 'value': '2010-06-17T00:18:58.567518'}","{'type': '/type/datetime', 'value': '2022-02-28T23:43:52.992074'}",9780060771461,{'overdrive': ['118C3A88-0732-4AE0-A3FF-1D48F8D33641']},,,['New York'],,,[{'key': '/languages/eng'}],,,,,nyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,{'key': '/type/edition'},Hallowed Hunt,[{'key': '/authors/OL21317A'}],2005,['bwb:9780060796303'],,['HarperCollins Publishers'],,['9780060796303'],,Hallowed Hunt,,[{'key': '/works/OL56896W'}],/books/OL37347530M,,,2,2,"{'type': '/type/datetime', 'value': '2022-02-28T14:40:26.973996'}","{'type': '/type/datetime', 'value': '2022-05-26T21:50:28.398853'}",9780060796303,,,,,,"['Fiction, fantasy, historical', 'Fiction, romance, fantasy']",[{'key': '/languages/eng'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,{'key': '/type/edition'},The Hallowed Hunt,[{'key': '/authors/OL21317A'}],2005,"['marc_overdrive/InternetArchiveCrMarc-2010-06-11o.mrc:2460630:3430', 'ia:chalionhallowedh00bujo', 'bwb:9780061795978']",,['HarperCollins'],,"['9780060796334', '9780061795978', '9780060796327']",Electronic resource,,[6417041],[{'key': '/works/OL56896W'}],/books/OL24268024M,,,6,6,"{'type': '/type/datetime', 'value': '2010-06-17T23:21:22.371322'}","{'type': '/type/datetime', 'value': '2022-01-27T22:41:34.771949'}",9780060796327,{'overdrive': ['F301090E-5DCE-4218-B50B-C03DFBB0F58D']},,,['New York'],,,[{'key': '/languages/eng'}],,,,,nyu,,,,,chalionhallowedh00bujo,,,,,,,,,,,,,,,,,,,,,,,,,
417,{'key': '/type/edition'},The Hallowed Hunt,[{'key': '/authors/OL21317A'}],2005,"['marc_overdrive/InternetArchiveCrMarc-2010-06-11o.mrc:2460630:3430', 'ia:chalionhallowedh00bujo', 'bwb:9780061795978']",,['HarperCollins'],,"['9780060796334', '9780061795978', '9780060796327']",Electronic resource,,[6417041],[{'key': '/works/OL56896W'}],/books/OL24268024M,,,6,6,"{'type': '/type/datetime', 'value': '2010-06-17T23:21:22.371322'}","{'type': '/type/datetime', 'value': '2022-01-27T22:41:34.771949'}",9780060796334,{'overdrive': ['F301090E-5DCE-4218-B50B-C03DFBB0F58D']},,,['New York'],,,[{'key': '/languages/eng'}],,,,,nyu,,,,,chalionhallowedh00bujo,,,,,,,,,,,,,,,,,,,,,,,,,
418,{'key': '/type/edition'},The Curse of Chalion,[{'key': '/authors/OL21317A'}],"April 11, 2006","['amazon:0061134244:o-3:3449044581:261976', 'amazon:0061134244:4:2965866509:259577', 'bwb:9780061134241']",442.0,['Eos'],['0061134244'],['9780061134241'],,,[46154],[{'key': '/works/OL56910W'}],/books/OL7288480M,,,10,10,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2021-12-26T15:17:53.720364'}",9780061134241,"{'goodreads': ['61913'], 'librarything': ['7337']}",,,,,,[{'key': '/languages/eng'}],,,,,,,['66907781'],,,,,,"{'type': '/type/text', 'value': 'They stared down their noses at him as though they could smell him from there.'}",['Chalion (1)'],,,,,,,,,,,,,,,,,,,,,
419,{'key': '/type/edition'},Beguilement (The Sharing Knife #1),[{'key': '/authors/OL21317A'}],"October 10, 2006","['amazon:0061137588:o-3:3463662322:257003', 'amazon:0061137588:4:2980591662:259184', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run03.mrc:157974854:1714', 'marc:marc_loc_2016/BooksAll.2016.part33.utf8:142754858:747', 'amazon:0061137588', 'bwb:9780061137587']",355.0,['Eos'],['0061137588'],['9780061137587'],,,[8291445],[{'key': '/works/OL275016W'}],/books/OL7288546M,"['PS3552.U397 S54 2006', 'PS3552.U397S54 2006']","['urn:sfpl:31223071785704', 'urn:sfpl:31223087212388']",14,14,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2022-12-17T16:20:11.826422'}",9780061137587,"{'librarything': ['681230'], 'goodreads': ['61879']}",,,,,,[{'key': '/languages/eng'}],,,,['2006040908'],,,,,,beguilementthesh00lois,,,,['Sharing Knife (1)'],,,,,,,,,,,,,,,,,,,,,
420,{'key': '/type/edition'},Legacy (The Sharing Knife #2),[{'key': '/authors/OL21317A'}],"June 26, 2007","['promise:bwb_daily_pallets_2022-09-20:W7-CVC-423', 'amazon:006113905X:o-3:3475314468:246172', 'amazon:006113905X:4:2992384808:249380', 'marc:marc_loc_updates/v37.i22.records.utf8:15505052:877', 'ia:sharingknife00bujo_0', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run03.mrc:198694670:1598', 'marc:marc_loc_2016/BooksAll.2016.part35.utf8:54732022:877', 'ia:sharingknifevolu0002bujo', 'bwb:9780061139055']",377.0,['Eos'],['006113905X'],['9780061139055'],,,[46361],[{'key': '/works/OL275020W'}],/books/OL7288602M,['PS3552.U397 S55 2007'],"['urn:bwbsku:W7-CVC-423', 'urn:sfpl:31223076280842']",18,18,"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}","{'type': '/type/datetime', 'value': '2023-02-10T21:16:07.336525'}",9780061139055,"{'goodreads': ['61881'], 'librarything': ['1677412']}",,,,,,[{'key': '/languages/eng'}],,,,['2007541478'],,,,,,sharingknife00bujo_0,,,,['Sharing Knife (2)'],,,,,,['IA182101'],['sharingknife00bujo_0'],,,,,,,,,,,,,,
421,{'key': '/type/edition'},The Sharing Knife Volume Two,[{'key': '/authors/OL21317A'}],"April 29, 2008","['bwb:9780061139062', 'promise:bwb_daily_pallets_2022-09-12']",368.0,['Eos'],['0061139068'],['9780061139062'],Mass Market Paperback,,,[{'key': '/works/OL275020W'}],/books/OL9951982M,[''],['urn:bwbsku:O8-DEF-064'],10,10,"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}","{'type': '/type/datetime', 'value': '2022-12-04T10:25:22.972012'}",9780061139062,"{'librarything': ['1677412'], 'goodreads': ['2215800']}",,,,,"['Fiction', 'Fiction - Fantasy', 'Fantasy', 'Fantasy - General', 'Fiction / Fantasy / General']",[{'key': '/languages/eng'}],,,,,,,,Legacy (The Sharing Knife),,,,6.8 x 4.2 x 1 inches,,,,,,,,,,,,,,,,,,,,,,,
